Id,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose_cat,zip_code,addr_state,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code
9556,na,MORTGAGE,32000.0,VERIFIED - income,n,debt consolidation,925xx,CA,15.23,0.0,1.0,,,6.0,0.0,14551,65.4,13.0,f,0.0,3,PC1
9557,2,MORTGAGE,50000.0,VERIFIED - income,n,home improvement,237xx,VA,19.18,0.0,5.0,,,3.0,0.0,0,3.2,6.0,f,0.0,2,PC2
9558,3,RENT,71500.0,VERIFIED - income source,n,debt consolidation,070xx,NJ,18.73,0.0,3.0,48.0,,21.0,0.0,4608,37.8,40.0,f,0.0,2,PC5
9559,3,RENT,15000.0,not verified,n,educational,857xx,AZ,9.36,0.0,1.0,,,4.0,0.0,2368,84.6,4.0,f,0.0,2,PC3
9560,1,OWN,50000.0,not verified,n,small business,597xx,MT,15.46,0.0,1.0,,,5.0,0.0,15303,48.9,15.0,f,0.0,1,PC3
9561,7,RENT,66000.0,not verified,n,other,189xx,PA,11.22,0.0,3.0,,,5.0,0.0,2868,41.0,8.0,f,0.0,2,PC2
9562,7,RENT,24000.0,VERIFIED - income source,n,debt consolidation,701xx,LA,18.2,0.0,4.0,,,6.0,0.0,2385,74.5,6.0,f,0.0,3,PC3
9563,1,RENT,33000.0,not verified,n,moving,106xx,NY,16.15,0.0,1.0,79.0,,7.0,0.0,5093,15.6,17.0,f,0.0,3,PC1
9564,7,RENT,101000.0,VERIFIED - income,n,medical,331xx,FL,0.67,0.0,2.0,62.0,,4.0,0.0,329,4.3,12.0,f,0.0,3,PC1
9565,3,RENT,70000.0,VERIFIED - income source,n,credit card small business,926xx,CA,24.26,1.0,1.0,3.0,,10.0,0.0,20721,62.8,34.0,f,0.0,1,PC1
9566,10,MORTGAGE,83200.0,VERIFIED - income,n,home improvement,064xx,CT,10.21,0.0,0.0,,,15.0,0.0,7086,11.7,29.0,f,0.0,1,PC3
9567,10,MORTGAGE,71500.0,VERIFIED - income,n,small business,331xx,FL,16.13,0.0,0.0,,,7.0,0.0,18230,75.0,18.0,f,0.0,3,PC5
9568,3,RENT,30000.0,not verified,n,other,481xx,MI,24.6,0.0,2.0,24.0,,9.0,0.0,1355,36.6,23.0,f,0.0,2,PC5
9569,1,RENT,97600.0,VERIFIED - income source,n,credit card,606xx,IL,7.97,0.0,0.0,,,9.0,0.0,25060,91.8,20.0,f,0.0,3,PC3
9570,3,RENT,74064.0,VERIFIED - income,n,debt consolidation,921xx,CA,8.94,0.0,0.0,,,7.0,0.0,21665,79.1,21.0,f,0.0,2,PC4
9571,4,RENT,68000.0,not verified,n,credit card,333xx,FL,19.62,1.0,3.0,6.0,0.0,7.0,0.0,1943,25.6,11.0,f,,3,PC5
9572,1,MORTGAGE,147500.0,not verified,n,home improvement,900xx,CA,18.43,0.0,12.0,0.0,0.0,8.0,0.0,247970,93.6,41.0,f,0.0,3,PC4
9573,2,MORTGAGE,180000.0,VERIFIED - income source,n,credit card,907xx,CA,13.47,0.0,1.0,48.0,,9.0,0.0,131949,75.2,24.0,f,0.0,1,PC2
9574,2,MORTGAGE,125000.0,VERIFIED - income source,n,home improvement,760xx,TX,6.47,0.0,0.0,63.0,,12.0,0.0,4874,17.2,52.0,f,0.0,3,PC4
9575,3,RENT,36000.0,VERIFIED - income,n,debt consolidation,923xx,CA,10.27,0.0,2.0,,,9.0,0.0,19897,72.6,11.0,f,0.0,3,PC5
9576,2,RENT,68500.0,VERIFIED - income,n,debt consolidation,220xx,VA,19.5,2.0,0.0,17.0,,12.0,0.0,13034,64.3,31.0,f,0.0,3,PC5
9577,4,MORTGAGE,79000.0,not verified,n,major purchase,210xx,MD,2.61,0.0,0.0,,,11.0,0.0,1787,7.7,31.0,f,0.0,3,PC5
9578,1,RENT,88500.0,not verified,n,other,200xx,DC,11.61,0.0,0.0,,,13.0,0.0,15514,77.2,38.0,f,0.0,3,PC3
9579,4,MORTGAGE,80000.0,VERIFIED - income,n,debt consolidation,220xx,VA,18.6,0.0,1.0,40.0,,9.0,0.0,6901,53.1,13.0,f,0.0,2,PC2
9580,1,MORTGAGE,105000.0,not verified,n,home improvement,064xx,CT,15.55,0.0,1.0,,,9.0,0.0,29097,79.7,35.0,f,0.0,3,PC2
9581,3,MORTGAGE,80000.0,not verified,n,house,923xx,CA,0.98,0.0,7.0,,,11.0,0.0,3401,5.8,13.0,f,0.0,2,PC2
9582,10,MORTGAGE,30000.0,VERIFIED - income,n,other,225xx,VA,19.04,0.0,0.0,,,9.0,0.0,16793,77.7,13.0,f,0.0,2,PC2
9583,2,RENT,50000.0,VERIFIED - income,n,educational,333xx,FL,11.98,0.0,0.0,54.0,,7.0,0.0,2523,40.0,11.0,f,0.0,2,PC3
9584,10,MORTGAGE,110000.0,VERIFIED - income source,n,debt consolidation,735xx,OK,21.53,0.0,1.0,40.0,112.0,17.0,1.0,15757,54.5,50.0,f,0.0,2,PC4
9585,2,RENT,45000.0,not verified,n,other,015xx,MA,18.8,0.0,1.0,44.0,,9.0,0.0,11577,60.9,15.0,f,0.0,3,PC1
9586,9,MORTGAGE,62000.0,not verified,n,debt consolidation,277xx,NC,19.65,0.0,1.0,72.0,,10.0,0.0,8575,72.7,7.0,f,0.0,2,PC1
9587,1,MORTGAGE,52000.0,not verified,n,home improvement,342xx,FL,9.74,0.0,3.0,71.0,0.0,12.0,0.0,13665,49.9,34.0,f,0.0,1,PC3
9588,na,MORTGAGE,35554.0,VERIFIED - income,n,debt consolidation,026xx,MA,26.02,1.0,1.0,23.0,,12.0,0.0,7543,15.1,48.0,f,0.0,2,PC3
9589,10,OWN,36000.0,VERIFIED - income source,n,other,950xx,CA,0.67,0.0,0.0,29.0,,7.0,0.0,71,0.6,18.0,f,0.0,2,PC2
9590,1,MORTGAGE,65964.0,VERIFIED - income source,n,car,228xx,VA,20.59,0.0,1.0,,114.0,15.0,1.0,12445,58.2,7.0,f,0.0,3,PC2
9591,6,RENT,30000.0,not verified,n,debt consolidation,714xx,LA,23.92,0.0,0.0,64.0,,3.0,0.0,1763,70.5,9.0,f,0.0,3,PC4
9592,5,RENT,80000.0,not verified,n,debt consolidation,100xx,NY,4.68,0.0,0.0,,,11.0,0.0,10422,56.0,25.0,f,0.0,2,PC4
9593,1,MORTGAGE,70000.0,not verified,n,credit card,450xx,OH,23.79,0.0,2.0,,,6.0,0.0,31061,68.7,25.0,f,0.0,1,PC3
9594,9,MORTGAGE,80000.0,VERIFIED - income,n,home improvement,152xx,PA,9.24,0.0,0.0,,,20.0,0.0,8637,10.2,50.0,f,0.0,3,PC4
9595,2,OWN,50000.0,VERIFIED - income source,n,debt consolidation,065xx,CT,17.69,0.0,3.0,36.0,,9.0,0.0,6247,79.1,15.0,f,0.0,2,PC3
9596,5,RENT,83000.0,VERIFIED - income,n,debt consolidation,113xx,NY,10.08,0.0,0.0,,,5.0,0.0,20443,81.8,11.0,f,0.0,2,PC5
9597,10,MORTGAGE,95200.0,VERIFIED - income,n,medical,910xx,CA,3.43,0.0,0.0,,,9.0,0.0,7620,8.7,35.0,f,0.0,2,PC2
9598,2,MORTGAGE,128000.0,VERIFIED - income source,n,credit card,932xx,CA,12.92,0.0,4.0,,,10.0,0.0,12204,64.6,39.0,f,0.0,3,PC5
9599,1,MORTGAGE,45000.0,VERIFIED - income source,n,debt consolidation small business,762xx,TX,5.92,0.0,2.0,24.0,,10.0,0.0,3055,29.4,27.0,f,0.0,2,PC2
9600,9,RENT,47818.68,not verified,n,medical,841xx,UT,23.31,1.0,2.0,13.0,,6.0,0.0,6691,40.8,26.0,f,0.0,1,PC3
9601,6,OWN,35000.0,not verified,n,major purchase,774xx,TX,16.42,0.0,0.0,30.0,,6.0,0.0,1410,34.0,8.0,f,0.0,2,PC4
9602,3,RENT,60000.0,not verified,n,credit card,951xx,CA,12.74,0.0,0.0,,,9.0,0.0,5866,66.7,18.0,f,0.0,3,PC5
9603,2,RENT,31200.0,VERIFIED - income source,n,debt consolidation,775xx,TX,11.96,0.0,1.0,,,6.0,0.0,5950,32.9,8.0,f,0.0,1,PC5
9604,8,RENT,50000.0,not verified,n,credit card,950xx,CA,13.49,1.0,1.0,9.0,,5.0,0.0,3619,51.0,11.0,f,0.0,2,PC4
9605,4,RENT,61400.0,VERIFIED - income,n,wedding,112xx,NY,20.72,0.0,2.0,,,20.0,0.0,24194,55.5,29.0,f,0.0,1,PC1
9606,1,RENT,20000.0,not verified,n,small business,787xx,TX,10.32,0.0,1.0,,,4.0,0.0,3688,97.1,6.0,f,0.0,3,PC3
9607,10,MORTGAGE,135000.0,VERIFIED - income,n,small business,349xx,FL,9.91,0.0,0.0,,,9.0,0.0,1579,7.2,31.0,f,0.0,2,PC4
9608,5,MORTGAGE,129000.0,VERIFIED - income,n,debt consolidation,105xx,NY,4.03,0.0,0.0,,,8.0,0.0,14814,48.9,15.0,f,0.0,2,PC5
9609,3,MORTGAGE,43500.0,VERIFIED - income source,n,credit card,210xx,MD,15.86,0.0,1.0,46.0,,18.0,0.0,20602,68.2,26.0,f,0.0,1,PC5
9610,4,MORTGAGE,140000.0,VERIFIED - income,n,credit card,850xx,AZ,14.41,0.0,0.0,,,10.0,0.0,33122,36.3,16.0,f,0.0,3,PC3
9611,4,RENT,68000.0,not verified,n,debt consolidation,346xx,FL,18.23,0.0,2.0,,,13.0,0.0,25313,43.4,44.0,f,0.0,2,PC3
9612,3,MORTGAGE,77940.0,not verified,n,major purchase,303xx,GA,11.45,0.0,0.0,68.0,,5.0,0.0,5822,37.6,22.0,f,0.0,2,PC5
9613,6,RENT,37700.0,VERIFIED - income,n,medical,917xx,CA,13.34,0.0,0.0,,,6.0,0.0,0,0.0,9.0,f,0.0,1,PC4
9614,4,RENT,40000.0,not verified,n,other,112xx,NY,16.68,0.0,0.0,,,11.0,0.0,9563,60.8,37.0,f,0.0,3,PC2
9615,1,RENT,39996.0,VERIFIED - income source,n,debt consolidation,631xx,MO,7.8,0.0,1.0,,,6.0,0.0,9702,55.8,7.0,f,0.0,2,PC3
9616,7,MORTGAGE,59000.0,not verified,n,car,613xx,IL,13.14,2.0,4.0,21.0,106.0,11.0,1.0,8363,74.7,28.0,f,0.0,3,PC4
9617,1,RENT,54996.0,VERIFIED - income source,n,major purchase,191xx,PA,14.14,0.0,2.0,,,7.0,0.0,1016,13.9,16.0,f,0.0,1,PC1
9618,9,RENT,112000.0,VERIFIED - income,n,debt consolidation,112xx,NY,13.25,0.0,1.0,57.0,,9.0,0.0,11033,48.0,22.0,f,0.0,3,PC5
9619,1,RENT,21000.0,not verified,n,vacation,782xx,TX,27.43,0.0,0.0,,,4.0,0.0,818,14.9,20.0,f,0.0,1,PC3
9620,1,MORTGAGE,72000.0,VERIFIED - income source,n,home improvement,303xx,GA,2.38,0.0,2.0,,,17.0,0.0,39316,53.7,31.0,f,0.0,3,PC3
9621,9,MORTGAGE,60000.0,VERIFIED - income,n,debt consolidation,432xx,OH,16.84,0.0,0.0,,,18.0,0.0,22954,42.6,38.0,f,0.0,3,PC3
9622,1,RENT,35000.0,not verified,n,moving,223xx,VA,17.38,0.0,1.0,,,5.0,0.0,2605,40.7,16.0,f,0.0,3,PC2
9623,10,OWN,32700.0,VERIFIED - income,n,major purchase,871xx,NM,1.14,0.0,0.0,,,5.0,0.0,207,1.1,21.0,f,0.0,2,PC5
9624,4,RENT,75000.0,VERIFIED - income,n,debt consolidation,081xx,NJ,15.33,2.0,3.0,14.0,,12.0,0.0,4099,61.2,35.0,f,0.0,1,PC3
9625,4,MORTGAGE,95000.0,not verified,n,car,117xx,NY,7.28,0.0,1.0,,,15.0,0.0,2449,4.2,43.0,f,0.0,1,PC1
9626,1,RENT,37000.0,not verified,n,credit card,801xx,CO,24.31,0.0,2.0,0.0,0.0,13.0,0.0,6422,14.5,30.0,f,0.0,3,PC2
9627,3,MORTGAGE,51000.0,not verified,n,home improvement,146xx,NY,11.2,0.0,1.0,,,13.0,0.0,0,0.0,23.0,f,0.0,3,PC5
9628,1,RENT,25596.0,VERIFIED - income,n,debt consolidation,234xx,VA,10.41,0.0,0.0,,,6.0,0.0,9195,26.0,6.0,f,0.0,3,PC1
9629,3,OWN,62910.0,VERIFIED - income,n,debt consolidation,206xx,MD,15.6,0.0,0.0,,99.0,8.0,1.0,6582,96.8,21.0,f,0.0,1,PC4
9630,1,RENT,83196.0,VERIFIED - income source,n,credit card,946xx,CA,13.05,0.0,0.0,,,5.0,0.0,16091,73.8,24.0,f,0.0,2,PC2
9631,10,MORTGAGE,84000.0,VERIFIED - income,n,credit card,852xx,AZ,20.2,0.0,1.0,35.0,,5.0,0.0,17731,95.3,7.0,f,0.0,2,PC4
9632,4,OWN,86570.0,not verified,n,debt consolidation,285xx,NC,23.52,0.0,1.0,49.0,,16.0,0.0,9070,83.2,26.0,f,0.0,2,PC4
9633,3,RENT,26400.0,not verified,n,debt consolidation,934xx,CA,13.55,0.0,0.0,,,4.0,0.0,10056,63.2,4.0,f,0.0,3,PC3
9634,1,RENT,27000.0,not verified,n,debt consolidation,335xx,FL,12.71,0.0,0.0,,,15.0,0.0,11837,20.6,23.0,f,0.0,2,PC4
9635,2,OWN,35000.0,VERIFIED - income source,n,debt consolidation,114xx,NY,19.37,0.0,3.0,46.0,,4.0,0.0,3712,28.8,12.0,f,0.0,1,PC3
9636,9,RENT,57000.0,VERIFIED - income source,n,debt consolidation,335xx,FL,7.71,0.0,3.0,,,14.0,0.0,19308,32.5,27.0,f,0.0,2,PC4
9637,4,RENT,33600.0,not verified,n,major purchase,214xx,MD,5.64,0.0,3.0,,,6.0,0.0,3122,37.6,9.0,f,0.0,3,PC1
9638,1,MORTGAGE,50000.0,VERIFIED - income,n,credit card,921xx,CA,14.42,0.0,0.0,,,12.0,0.0,10460,42.9,30.0,f,0.0,3,PC2
9639,10,RENT,64000.0,VERIFIED - income,n,debt consolidation,072xx,NY,9.77,0.0,0.0,41.0,,9.0,0.0,10071,35.1,14.0,f,0.0,1,PC4
9640,2,RENT,54000.0,not verified,n,other,907xx,CA,22.82,0.0,0.0,,,16.0,0.0,0,0.0,46.0,f,0.0,3,PC4
9641,1,MORTGAGE,83500.0,not verified,n,other,023xx,MA,11.48,0.0,1.0,,,10.0,0.0,1653,6.6,11.0,f,0.0,2,PC3
9642,7,RENT,75000.0,VERIFIED - income,n,other,111xx,NY,22.9,0.0,0.0,65.0,,28.0,0.0,12249,52.8,57.0,f,0.0,1,PC3
9643,2,MORTGAGE,88936.0,not verified,n,debt consolidation,828xx,WY,13.13,0.0,2.0,,,8.0,0.0,25880,78.4,35.0,f,0.0,2,PC5
9644,3,RENT,30000.0,not verified,n,debt consolidation,981xx,WA,19.72,0.0,0.0,25.0,,6.0,0.0,4481,84.5,20.0,f,0.0,1,PC1
9645,4,MORTGAGE,60000.0,VERIFIED - income source,n,home improvement,212xx,MD,11.14,0.0,0.0,26.0,,7.0,0.0,1465,26.6,13.0,f,0.0,1,PC5
9646,1,MORTGAGE,98406.0,not verified,n,credit card,809xx,CO,19.36,0.0,2.0,,,9.0,0.0,36976,53.1,26.0,f,0.0,2,PC1
9647,4,RENT,54990.0,VERIFIED - income,n,debt consolidation,766xx,TX,20.95,0.0,1.0,81.0,,16.0,0.0,9119,96.0,24.0,f,0.0,3,PC1
9648,3,RENT,80000.0,VERIFIED - income,n,debt consolidation,308xx,GA,22.29,0.0,0.0,,,6.0,0.0,46980,58.0,10.0,f,0.0,3,PC2
9649,1,MORTGAGE,82000.0,VERIFIED - income,n,debt consolidation,752xx,TX,23.68,0.0,1.0,,,10.0,0.0,25212,92.0,25.0,f,0.0,1,PC5
9650,10,MORTGAGE,125000.0,not verified,n,other,217xx,MD,8.34,0.0,1.0,,,10.0,0.0,13373,67.6,25.0,f,0.0,3,PC3
9651,10,RENT,43000.0,not verified,n,credit card,111xx,NY,11.58,0.0,0.0,51.0,,13.0,0.0,13034,65.5,33.0,f,0.0,3,PC4
9652,1,OWN,19632.0,VERIFIED - income source,n,car,992xx,WA,21.7,0.0,3.0,,,5.0,0.0,392,13.1,10.0,f,0.0,2,PC4
9653,7,RENT,60000.0,VERIFIED - income,n,debt consolidation,103xx,NY,19.36,0.0,1.0,,,13.0,0.0,25010,44.7,26.0,f,0.0,2,PC1
9654,1,MORTGAGE,45000.0,VERIFIED - income source,n,home improvement,949xx,CA,4.32,0.0,0.0,29.0,,5.0,0.0,2108,52.7,12.0,f,0.0,2,PC5
9655,10,MORTGAGE,120000.0,not verified,n,other,953xx,CA,23.01,2.0,3.0,2.0,,6.0,0.0,74979,0.0,33.0,f,0.0,2,PC4
9656,3,MORTGAGE,32000.0,not verified,n,debt consolidation,802xx,CO,27.15,0.0,0.0,0.0,0.0,18.0,0.0,2012,100.6,23.0,f,0.0,1,PC2
9657,1,RENT,40000.0,VERIFIED - income source,n,debt consolidation,840xx,UT,12.81,0.0,1.0,,,9.0,0.0,6186,68.7,18.0,f,0.0,1,PC4
9658,1,RENT,62000.0,VERIFIED - income,n,debt consolidation,018xx,MA,20.25,0.0,2.0,55.0,,13.0,0.0,5734,39.9,28.0,f,0.0,1,PC5
9659,10,MORTGAGE,70000.0,VERIFIED - income,n,small business,750xx,TX,3.02,1.0,0.0,13.0,,14.0,0.0,2906,4.5,30.0,f,0.0,1,PC3
9660,8,RENT,58752.0,not verified,n,other,951xx,CA,10.8,0.0,1.0,76.0,,7.0,0.0,1051,58.4,12.0,f,0.0,2,PC4
9661,1,RENT,38500.0,VERIFIED - income source,n,credit card,200xx,DC,13.06,0.0,0.0,,,8.0,0.0,10838,89.6,15.0,f,0.0,1,PC3
9662,4,RENT,45000.0,VERIFIED - income source,n,debt consolidation,136xx,NY,23.31,0.0,1.0,,,6.0,0.0,3636,27.5,10.0,f,0.0,2,PC2
9663,10,MORTGAGE,84000.0,VERIFIED - income,n,debt consolidation,591xx,MT,17.49,0.0,0.0,,,11.0,0.0,39308,27.9,40.0,f,0.0,1,PC5
9664,6,MORTGAGE,70000.0,VERIFIED - income source,n,house,333xx,FL,6.89,0.0,2.0,54.0,,15.0,0.0,2608,21.0,32.0,f,0.0,1,PC2
9665,8,MORTGAGE,125000.0,not verified,n,debt consolidation,882xx,NM,13.61,0.0,3.0,,,10.0,0.0,41568,48.6,40.0,f,0.0,2,PC2
9666,8,MORTGAGE,130000.0,not verified,n,home improvement,402xx,KY,9.23,0.0,3.0,,,21.0,0.0,6223,6.8,36.0,f,0.0,2,PC5
9667,1,MORTGAGE,80500.0,VERIFIED - income,n,debt consolidation,871xx,NM,9.17,1.0,0.0,8.0,,7.0,0.0,12842,88.5,14.0,f,0.0,1,PC4
9668,4,OWN,21600.0,VERIFIED - income,n,other small business,400xx,KY,6.0,1.0,2.0,15.0,,3.0,0.0,4051,96.5,6.0,f,0.0,2,PC2
9669,1,RENT,45000.0,not verified,n,debt consolidation,087xx,NJ,22.91,0.0,0.0,,,7.0,0.0,23703,83.8,10.0,f,0.0,3,PC4
9670,2,MORTGAGE,36000.0,not verified,n,home improvement,019xx,MA,10.37,0.0,0.0,,,9.0,0.0,3413,15.0,22.0,f,0.0,1,PC1
9671,2,MORTGAGE,34000.0,not verified,n,car,346xx,FL,14.86,0.0,1.0,,,4.0,0.0,4883,84.2,7.0,f,0.0,2,PC5
9672,2,RENT,36000.0,VERIFIED - income source,n,major purchase,285xx,NC,14.07,0.0,0.0,53.0,,6.0,0.0,11569,37.1,11.0,f,0.0,2,PC5
9673,10,RENT,140000.0,VERIFIED - income,n,debt consolidation,926xx,CA,15.83,0.0,1.0,,,14.0,0.0,14786,77.0,27.0,f,0.0,1,PC4
9674,6,RENT,60000.0,VERIFIED - income source,n,major purchase,916xx,CA,9.58,0.0,1.0,68.0,,6.0,0.0,6662,47.9,14.0,f,0.0,1,PC2
9675,10,RENT,90000.0,VERIFIED - income,n,debt consolidation,087xx,NJ,16.36,0.0,0.0,,,11.0,0.0,21412,85.0,29.0,f,0.0,3,PC5
9676,1,RENT,30456.0,VERIFIED - income source,n,debt consolidation,200xx,DC,14.11,0.0,0.0,,,5.0,0.0,10603,73.6,11.0,f,0.0,1,PC5
9677,1,RENT,35004.0,VERIFIED - income source,n,other,010xx,MA,4.53,0.0,1.0,,,3.0,0.0,3814,55.3,3.0,f,0.0,3,PC4
9678,1,RENT,125000.0,VERIFIED - income source,n,debt consolidation,201xx,VA,13.55,0.0,1.0,44.0,,16.0,0.0,23600,64.1,38.0,f,0.0,2,PC5
9679,3,RENT,50000.0,not verified,n,debt consolidation,062xx,CT,12.98,0.0,1.0,,97.0,8.0,1.0,2316,33.1,17.0,f,0.0,1,PC5
9680,10,RENT,225000.0,VERIFIED - income source,n,small business,024xx,MA,5.14,0.0,0.0,56.0,,8.0,0.0,10698,55.4,15.0,f,0.0,3,PC4
9681,4,RENT,31150.0,not verified,n,debt consolidation,331xx,FL,2.89,0.0,0.0,,,3.0,0.0,1961,47.8,6.0,f,0.0,3,PC3
9682,1,RENT,60000.0,VERIFIED - income,n,debt consolidation,117xx,NY,23.86,3.0,1.0,18.0,,7.0,0.0,4503,35.7,14.0,f,0.0,1,PC1
9683,4,MORTGAGE,150000.0,VERIFIED - income,n,debt consolidation,639xx,MO,11.02,0.0,6.0,33.0,,6.0,0.0,10363,96.0,44.0,f,0.0,1,PC1
9684,1,RENT,80000.0,not verified,n,debt consolidation,606xx,IL,23.65,0.0,2.0,,,9.0,0.0,19333,61.2,13.0,f,0.0,1,PC5
9685,1,MORTGAGE,108000.0,not verified,n,debt consolidation,530xx,WI,18.39,0.0,0.0,29.0,,12.0,0.0,39034,67.5,33.0,f,0.0,1,PC4
9686,4,RENT,45000.0,not verified,n,debt consolidation,981xx,WA,10.45,0.0,0.0,,,14.0,0.0,10177,51.6,19.0,f,0.0,1,PC3
9687,3,MORTGAGE,60000.0,VERIFIED - income,n,debt consolidation,750xx,TX,18.4,0.0,0.0,,,9.0,0.0,20795,85.7,14.0,f,0.0,3,PC1
9688,10,MORTGAGE,110000.0,VERIFIED - income source,n,debt consolidation,925xx,CA,1.32,0.0,0.0,,,9.0,0.0,19391,0.3,26.0,f,0.0,2,PC1
9689,1,RENT,204000.0,VERIFIED - income source,n,credit card,085xx,NJ,9.14,0.0,0.0,,,20.0,0.0,25814,29.1,36.0,f,0.0,2,PC4
9690,1,RENT,39516.0,not verified,n,debt consolidation,921xx,CA,20.01,0.0,1.0,,,7.0,0.0,5066,84.4,20.0,f,0.0,1,PC2
9691,4,MORTGAGE,48000.0,not verified,n,small business,603xx,IL,22.85,0.0,2.0,,,9.0,0.0,2018,23.2,22.0,f,0.0,1,PC4
9692,7,MORTGAGE,48000.0,not verified,n,home improvement,983xx,WA,19.05,1.0,1.0,20.0,,6.0,0.0,554,21.3,10.0,f,0.0,3,PC5
9693,10,RENT,83000.0,not verified,n,credit card,111xx,NY,17.99,0.0,1.0,,,7.0,0.0,12632,70.2,15.0,f,0.0,3,PC1
9694,3,MORTGAGE,33276.0,not verified,n,car,850xx,AZ,9.63,0.0,0.0,,,4.0,0.0,11962,89.9,15.0,f,0.0,1,PC3
9695,4,MORTGAGE,97000.0,VERIFIED - income source,n,major purchase,921xx,CA,5.47,0.0,0.0,,,11.0,0.0,1628,1.9,23.0,f,0.0,2,PC3
9696,7,RENT,84000.0,not verified,n,debt consolidation,928xx,CA,12.97,0.0,0.0,,,13.0,0.0,10895,34.3,22.0,f,0.0,1,PC3
9697,1,RENT,48645.0,not verified,n,debt consolidation,352xx,AL,13.64,0.0,0.0,,,10.0,0.0,13039,31.0,17.0,f,0.0,2,PC3
9698,10,OWN,35000.0,not verified,n,other,245xx,VA,8.91,1.0,2.0,13.0,,15.0,0.0,12509,37.1,7.0,f,0.0,3,PC4
9699,na,OWN,38376.0,VERIFIED - income,n,debt consolidation,735xx,OK,18.07,0.0,2.0,,,5.0,0.0,6575,90.1,16.0,f,0.0,3,PC4
9700,4,RENT,95000.0,VERIFIED - income source,n,debt consolidation,900xx,CA,15.74,0.0,1.0,,,6.0,0.0,15274,56.2,9.0,f,0.0,1,PC2
9701,7,RENT,72000.0,VERIFIED - income,n,debt consolidation,104xx,NY,7.47,0.0,1.0,,,10.0,0.0,12147,57.6,18.0,f,0.0,3,PC5
9702,3,MORTGAGE,105000.0,VERIFIED - income,n,debt consolidation,972xx,OR,17.79,0.0,1.0,25.0,,10.0,0.0,37086,65.2,32.0,f,0.0,3,PC4
9703,7,OWN,24000.0,VERIFIED - income source,n,other,906xx,CA,5.5,1.0,0.0,2.0,,8.0,0.0,3819,12.8,23.0,f,0.0,1,PC4
9704,10,RENT,19200.0,not verified,n,debt consolidation,787xx,TX,22.69,0.0,0.0,,,4.0,0.0,11023,79.3,15.0,f,0.0,3,PC2
9705,10,MORTGAGE,38000.0,not verified,n,credit card,750xx,TX,18.28,0.0,0.0,,,11.0,0.0,14194,87.1,16.0,f,0.0,3,PC2
9706,4,RENT,154000.0,VERIFIED - income,n,debt consolidation,981xx,WA,8.27,0.0,2.0,72.0,,7.0,0.0,20466,97.5,20.0,f,0.0,2,PC2
9707,4,MORTGAGE,68500.0,VERIFIED - income,n,debt consolidation,604xx,IL,13.7,0.0,2.0,,,9.0,0.0,23626,90.9,13.0,f,0.0,2,PC1
9708,10,MORTGAGE,24000.0,not verified,n,credit card,996xx,AK,19.95,0.0,1.0,,,10.0,0.0,18210,55.2,11.0,f,0.0,2,PC2
9709,3,MORTGAGE,70000.0,VERIFIED - income,n,small business,983xx,WA,19.78,0.0,2.0,,,10.0,0.0,9916,60.1,24.0,f,0.0,1,PC2
9710,2,RENT,20000.0,not verified,n,moving,394xx,MS,23.82,0.0,1.0,34.0,,6.0,0.0,5411,76.1,22.0,f,0.0,2,PC2
9711,3,RENT,18000.0,not verified,n,debt consolidation,970xx,OR,23.13,0.0,0.0,,,5.0,0.0,6630,93.4,7.0,f,0.0,3,PC4
9712,7,MORTGAGE,110000.0,VERIFIED - income,n,debt consolidation,112xx,NY,5.41,0.0,2.0,,,6.0,0.0,4678,11.0,37.0,f,0.0,2,PC4
9713,10,RENT,60000.0,VERIFIED - income source,n,other,957xx,CA,17.1,0.0,3.0,31.0,,5.0,0.0,1022,73.0,33.0,f,0.0,3,PC5
9714,2,MORTGAGE,170000.0,not verified,n,home improvement,266xx,WV,15.56,0.0,1.0,,,13.0,0.0,2822,21.1,42.0,f,0.0,2,PC5
9715,7,RENT,27000.0,not verified,n,debt consolidation,010xx,MA,11.02,2.0,0.0,22.0,0.0,6.0,0.0,2359,57.5,15.0,f,0.0,3,PC5
9716,2,RENT,50004.0,VERIFIED - income,n,small business,104xx,NY,16.58,0.0,1.0,45.0,,6.0,0.0,757,22.9,11.0,f,0.0,2,PC2
9717,5,RENT,120000.0,VERIFIED - income source,n,credit card,021xx,MA,13.4,0.0,0.0,59.0,,12.0,0.0,25834,68.9,34.0,f,0.0,2,PC4
9718,1,RENT,36000.0,VERIFIED - income source,n,debt consolidation,925xx,CA,1.37,1.0,1.0,18.0,,4.0,0.0,1155,48.1,7.0,f,0.0,3,PC3
9719,1,RENT,48000.0,not verified,n,debt consolidation,921xx,CA,2.65,0.0,0.0,,,4.0,0.0,6512,16.4,4.0,f,0.0,1,PC2
9720,5,RENT,50004.0,VERIFIED - income source,n,debt consolidation,981xx,WA,20.76,0.0,2.0,,,11.0,0.0,10070,33.3,19.0,f,0.0,1,PC3
9721,2,MORTGAGE,102400.0,VERIFIED - income,n,debt consolidation,765xx,TX,18.73,0.0,2.0,,,8.0,0.0,29105,84.1,38.0,f,0.0,2,PC2
